ProductId,ItemCode,ItemDescription,FamilyName,GroupHeader,MainGroup,SubGroup1,SubGroup2,SubGroup3,SubGroup4,SubGroup5,SubGroup6,SubGroup7,SubGroup8,ProductFamily,ItemPurchaseType,Price in USD - P.Y,Price in USD - C.Y,Price in INR - P.Y,Price in INR - C.Y,AnnexureId,UnitofMeasures,EDApplicable,VATApplicable,PackageType,VariantCode,VariantDescription,BelongsTo,,,,
71,E45C292230-,Base Cabinet, 1 RH Door 4 Dwr, 29H x 22D x 30L,Steel Cabinet-Sitting-Base Mounted-Cupboard and Drawer-Kewaunee-E45.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Sitting Height,Drawer / Cupboard Cabinets,,,E45C29,Import,900,900,900,900,2,Nos,2,Nos,,,,Furniture,,,,
72,E45C292236-,Base Cabinet, 1 RH Door 4 Dwr, 29H x 22D x 36L,Steel Cabinet-Sitting-Base Mounted-Cupboard and Drawer-Kewaunee-E45.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Sitting Height,Drawer / Cupboard Cabinets,,,E45C29,Import,900,900,900,900,2,Nos,2,Nos,,,,Furniture,,,,
73,E45C292242-,Base Cabinet, 1 RH Door 4 Dwr, 29H x 22D x 42L,Steel Cabinet-Sitting-Base Mounted-Cupboard and Drawer-Kewaunee-E45.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Sitting Height,Drawer / Cupboard Cabinets,,,E45C29,Import,900,900,900,900,2,Nos,2,Nos,,,,Furniture,,,,
74,E45C292248-,Base Cabinet, 1 RH Door 4 Dwr, 29H x 22D x 48L,Steel Cabinet-Sitting-Base Mounted-Cupboard and Drawer-Kewaunee-E45.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Sitting Height,Drawer / Cupboard Cabinets,,,E45C29,Import,900,900,900,900,2,Nos,2,Nos,,,,Furniture,,,,
75,E45C292230L,Base Cabinet, 1 LH Door 4 Dwr, 29H x 22D x 30L,Steel Cabinet-Sitting-Base Mounted-Cupboard and Drawer-Kewaunee-E45L.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Sitting Height,Drawer / Cupboard Cabinets,,,E45C29,Import,900,900,900,900,2,Nos,2,Nos,,,,Furniture,,,,
76,E45C292236L,Base Cabinet, 1 LH Door 4 Dwr, 29H x 22D x 36L,Steel Cabinet-Sitting-Base Mounted-Cupboard and Drawer-Kewaunee-E45L.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Sitting Height,Drawer / Cupboard Cabinets,,,E45C29,Import,900,900,900,900,2,Nos,2,Nos,,,,Furniture,,,,
77,E45C292242L,Base Cabinet, 1 LH Door 4 Dwr, 29H x 22D x 42L,Steel Cabinet-Sitting-Base Mounted-Cupboard and Drawer-Kewaunee-E45L.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Sitting Height,Drawer / Cupboard Cabinets,,,E45C29,Import,900,900,900,900,2,Nos,2,Nos,,,,Furniture,,,,
78,E45C292248L,Base Cabinet, 1 LH Door 4 Dwr, 29H x 22D x 48L,Steel Cabinet-Sitting-Base Mounted-Cupboard and Drawer-Kewaunee-E45L.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Sitting Height,Drawer / Cupboard Cabinets,,,E45C29,Import,900,900,900,900,2,Nos,2,Nos,,,,Furniture,,,,
79,G00C292215-,Base Cabinet, Sink, 1 RH Door, 29H x 22D x 15L,Steel Cabinet-Sitting-Base Mounted-Right Hand Door Sink Storage-Kewaunee-G00.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Sitting Height,Sink Cabinets,,,Import,900,900,Import,900,2,Nos,900,2,Nos,,,,Furniture,,,
80,G00C292218-,Base Cabinet, Sink, 1 RH Door, 29H x 22D x 18L,Steel Cabinet-Sitting-Base Mounted-Right Hand Door Sink Storage-Kewaunee-G00.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Sitting Height,Sink Cabinets,,,Import,900,900,Import,900,2,Nos,900,2,Nos,,,,Furniture,,,
81,G00C292221-,Base Cabinet, Sink, 1 RH Door, 29H x 22D x 21L,Steel Cabinet-Sitting-Base Mounted-Right Hand Door Sink Storage-Kewaunee-G00.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Sitting Height,Sink Cabinets,,,Import,900,900,Import,900,2,Nos,900,2,Nos,,,,Furniture,,,
82,G00C292224-,Base Cabinet, Sink, 1 RH Door, 29H x 22D x 24L,Steel Cabinet-Sitting-Base Mounted-Right Hand Door Sink Storage-Kewaunee-G00.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Sitting Height,Sink Cabinets,,,Import,900,900,Import,900,2,Nos,900,2,Nos,,,,Furniture,,,
83,G00C292215L,Base Cabinet, Sink, 1 LH Door, 29H x 22D x 15L,Steel Cabinet-Sitting-Base Mounted-Left Hand Door Sink Storage-Kewaunee-G00.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Sitting Height,Sink Cabinets,,,Import,900,900,Import,900,2,Nos,900,2,Nos,,,,Furniture,,,
84,G00C292218L,Base Cabinet, Sink, 1 LH Door, 29H x 22D x 18L,Steel Cabinet-Sitting-Base Mounted-Left Hand Door Sink Storage-Kewaunee-G00.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Sitting Height,Sink Cabinets,,,Import,900,900,Import,900,2,Nos,900,2,Nos,,,,Furniture,,,
85,G00C292221L,Base Cabinet, Sink, 1 LH Door, 29H x 22D x 21L,Steel Cabinet-Sitting-Base Mounted-Left Hand Door Sink Storage-Kewaunee-G00.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Sitting Height,Sink Cabinets,,,Import,900,900,Import,900,2,Nos,900,2,Nos,,,,Furniture,,,
86,G00C292224L,Base Cabinet, Sink, 1 LH Door, 29H x 22D x 24L,Steel Cabinet-Sitting-Base Mounted-Left Hand Door Sink Storage-Kewaunee-G00.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Sitting Height,Sink Cabinets,,,Import,900,900,Import,900,2,Nos,900,2,Nos,,,,Furniture,,,
87,G00C292230-,Base Cabinet, Sink, 2 Door, 29H x 22D x 30L,Steel Cabinet-Sitting-Base Mounted-Double Door Sink Storage-Kewaunee-G00.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Sitting Height,Sink Cabinets,,,Import,900,900,Import,900,2,Nos,900,2,Nos,,,,Furniture,,,
88,G00C292236-,Base Cabinet, Sink, 2 Door, 29H x 22D x 36L,Steel Cabinet-Sitting-Base Mounted-Double Door Sink Storage-Kewaunee-G00.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Sitting Height,Sink Cabinets,,,Import,900,900,Import,900,2,Nos,900,2,Nos,,,,Furniture,,,
89,G00C292242-,Base Cabinet, Sink, 2 Door, 29H x 22D x 42L,Steel Cabinet-Sitting-Base Mounted-Double Door Sink Storage-Kewaunee-G00.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Sitting Height,Sink Cabinets,,,Import,900,900,Import,900,2,Nos,900,2,Nos,,,,Furniture,,,
90,G00C292248-,Base Cabinet, Sink, 2 Door, 29H x 22D x 48L,Steel Cabinet-Sitting-Base Mounted-Double Door Sink Storage-Kewaunee-G00.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Sitting Height,Sink Cabinets,,,Import,900,900,Import,900,2,Nos,900,2,Nos,,,,Furniture,,,
91,G14C292214-,Base Cabinet, Diagonal Corner, 1 RH Door, 29H x 22D x 14L,Steel Cabinet-Sitting-Base Mounted-Diagonal Corner-Kewaunee-G14.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Sitting Height,Corner Cabinets,,,Import,900,900,Import,900,2,Nos,900,2,Nos,,,,Furniture,,,
92,G21C352218-,Base Cabinet, Acid Storage, 1 RH Door, 35H x 22D x 18L,Steel Cabinet-Standing-Base Mounted-Acid Storage-Kewaunee-G21.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Standing Height,Acid Storage Cabinet,,,Import,900,900,Import,900,2,Nos,900,2,Nos,,,,Furniture,,,
93,G21C352224-,Base Cabinet, Acid Storage, 1 RH Door, 35H x 22D x 24L,Steel Cabinet-Standing-Base Mounted-Acid Storage-Kewaunee-G21.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Standing Height,Acid Storage Cabinet,,,Import,900,900,Import,900,2,Nos,900,2,Nos,,,,Furniture,,,
94,G21C352218L,Base Cabinet, Acid Storage, 1 LH Door, 35H x 22D x 18L,Steel Cabinet-Standing-Base Mounted-Acid Storage-Kewaunee-G21L.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Standing Height,Acid Storage Cabinet,,,Import,900,900,Import,900,2,Nos,900,2,Nos,,,,Furniture,,,
95,G21C352224L,Base Cabinet, Acid Storage, 1 LH Door, 35H x 22D x 24L,Steel Cabinet-Standing-Base Mounted-Acid Storage-Kewaunee-G21L.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Standing Height,Acid Storage Cabinet,,,Import,900,900,Import,900,2,Nos,900,2,Nos,,,,Furniture,,,
96,G21C352230-,Base Cabinet, Acid Storage, 2 Door, 35H x 22D x 30L,Steel Cabinet-Standing-Base Mounted-Acid Storage-Kewaunee-G21D.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Standing Height,Acid Storage Cabinet,,,Import,900,900,Import,900,2,Nos,900,2,Nos,,,,Furniture,,,
97,G21C352236-,Base Cabinet, Acid Storage, 2 Door, 35H x 22D x 36L,Steel Cabinet-Standing-Base Mounted-Acid Storage-Kewaunee-G21D.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Standing Height,Acid Storage Cabinet,,,Import,900,900,Import,900,2,Nos,900,2,Nos,,,,Furniture,,,
98,G21C352242-,Base Cabinet, Acid Storage, 2 Door, 35H x 22D x 42L,Steel Cabinet-Standing-Base Mounted-Acid Storage-Kewaunee-G21D.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Standing Height,Acid Storage Cabinet,,,Import,900,900,Import,900,2,Nos,900,2,Nos,,,,Furniture,,,
99,G21C352248-,Base Cabinet, Acid Storage, 2 Door, 35H x 22D x 48L,Steel Cabinet-Standing-Base Mounted-Acid Storage-Kewaunee-G21D.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Standing Height,Acid Storage Cabinet,,,Import,900,900,Import,900,2,Nos,900,2,Nos,,,,Furniture,,,
100,B00C352215-,Base Cabinet, Open, 35H x 22D x 15L,Steel Cabinet-Standing-Base Mounted-Open-Kewaunee-B00.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Standing Height,Open Cabinets,,,B00C35,Import,900,900,900,900,2,Nos,2,Nos,,,,Furniture,,,,
101,B00C352218-,Base Cabinet, Open, 35H x 22D x 18L,Steel Cabinet-Standing-Base Mounted-Open-Kewaunee-B00.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Standing Height,Open Cabinets,,,B00C35,Import,900,900,900,900,2,Nos,2,Nos,,,,Furniture,,,,
102,B00C352221-,Base Cabinet, Open, 35H x 22D x 21L,Steel Cabinet-Standing-Base Mounted-Open-Kewaunee-B00.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Standing Height,Open Cabinets,,,B00C35,Import,900,900,900,900,2,Nos,2,Nos,,,,Furniture,,,,
103,B00C352224-,Base Cabinet, Open, 35H x 22D x 24L,Steel Cabinet-Standing-Base Mounted-Open-Kewaunee-B00.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Standing Height,Open Cabinets,,,B00C35,Import,900,900,900,900,2,Nos,2,Nos,,,,Furniture,,,,
104,B00C352230-,Base Cabinet, Open, 35H x 22D x 30L,Steel Cabinet-Standing-Base Mounted-Open-Kewaunee-B00.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Standing Height,Open Cabinets,,,B00C35,Import,900,900,900,900,2,Nos,2,Nos,,,,Furniture,,,,
105,B00C352236-,Base Cabinet, Open, 35H x 22D x 36L,Steel Cabinet-Standing-Base Mounted-Open-Kewaunee-B00.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Standing Height,Open Cabinets,,,B00C35,Import,900,900,900,900,2,Nos,2,Nos,,,,Furniture,,,,
106,B00C352242-,Base Cabinet, Open, 35H x 22D x 42L,Steel Cabinet-Standing-Base Mounted-Open-Kewaunee-B00.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Standing Height,Open Cabinets,,,B00C35,Import,900,900,900,900,2,Nos,2,Nos,,,,Furniture,,,,
107,B00C352248-,Base Cabinet, Open, 35H x 22D x 48L,Steel Cabinet-Standing-Base Mounted-Open-Kewaunee-B00.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Standing Height,Open Cabinets,,,B00C35,Import,900,900,900,900,2,Nos,2,Nos,,,,Furniture,,,,
108,C03C352215-,Base Cabinet, 1 RH Door, 35H x 22D x 15L,Steel Cabinet-Standing-Base Mounted-Right Hand Cupboard-Kewaunee-C03.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Standing Height,Cupboard Cabinets,,,C03C35,Import,900,900,900,900,2,Nos,2,Nos,,,,Furniture,,,,
109,C03C352218-,Base Cabinet, 1 RH Door, 35H x 22D x 18L,Steel Cabinet-Standing-Base Mounted-Right Hand Cupboard-Kewaunee-C03.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Standing Height,Cupboard Cabinets,,,C03C35,Import,900,900,900,900,2,Nos,2,Nos,,,,Furniture,,,,
110,C03C352221-,Base Cabinet, 1 RH Door, 35H x 22D x 21L,Steel Cabinet-Standing-Base Mounted-Right Hand Cupboard-Kewaunee-C03.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Standing Height,Cupboard Cabinets,,,C03C35,Import,900,900,900,900,2,Nos,2,Nos,,,,Furniture,,,,
111,C03C352224-,Base Cabinet, 1 RH Door, 35H x 22D x 24L,Steel Cabinet-Standing-Base Mounted-Right Hand Cupboard-Kewaunee-C03.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Standing Height,Cupboard Cabinets,,,C03C35,Import,900,900,900,900,2,Nos,2,Nos,,,,Furniture,,,,
112,C03C352215L,Base Cabinet, 1 LH Door, 35H x 22D x 15L,Steel Cabinet-Standing-Base Mounted-Left Hand Cupboard-Kewaunee-C03.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Standing Height,Cupboard Cabinets,,,C03C35,Import,900,900,900,900,2,Nos,2,Nos,,,,Furniture,,,,
113,C03C352218L,Base Cabinet, 1 LH Door, 35H x 22D x 18L,Steel Cabinet-Standing-Base Mounted-Left Hand Cupboard-Kewaunee-C03.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Standing Height,Cupboard Cabinets,,,C03C35,Import,900,900,900,900,2,Nos,2,Nos,,,,Furniture,,,,
114,C03C352221L,Base Cabinet, 1 LH Door, 35H x 22D x 21L,Steel Cabinet-Standing-Base Mounted-Left Hand Cupboard-Kewaunee-C03.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Standing Height,Cupboard Cabinets,,,C03C35,Import,900,900,900,900,2,Nos,2,Nos,,,,Furniture,,,,
115,C03C352224L,Base Cabinet, 1 LH Door, 35H x 22D x 24L,Steel Cabinet-Standing-Base Mounted-Left Hand Cupboard-Kewaunee-C03.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Standing Height,Cupboard Cabinets,,,C03C35,Import,900,900,900,900,2,Nos,2,Nos,,,,Furniture,,,,
116,C03C352230-,Base Cabinet, 2 Door, 35H x 22D x 30L,Steel Cabinet-Standing-Base Mounted-Double Cupboard-Kewaunee-C03.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Standing Height,Cupboard Cabinets,,,C03C35,Import,900,900,900,900,2,Nos,2,Nos,,,,Furniture,,,,
117,C03C352236-,Base Cabinet, 2 Door, 35H x 22D x 36L,Steel Cabinet-Standing-Base Mounted-Double Cupboard-Kewaunee-C03.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Standing Height,Cupboard Cabinets,,,C03C35,Import,900,900,900,900,2,Nos,2,Nos,,,,Furniture,,,,
118,C03C352242-,Base Cabinet, 2 Door, 35H x 22D x 42L,Steel Cabinet-Standing-Base Mounted-Double Cupboard-Kewaunee-C03.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Standing Height,Cupboard Cabinets,,,C03C35,Import,900,900,900,900,2,Nos,2,Nos,,,,Furniture,,,,
119,C03C352248-,Base Cabinet, 2 Door, 35H x 22D x 48L,Steel Cabinet-Standing-Base Mounted-Double Cupboard-Kewaunee-C03.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Standing Height,Cupboard Cabinets,,,C03C35,Import,900,900,900,900,2,Nos,2,Nos,,,,Furniture,,,,
120,D00C352215-,Base Cabinet, 3 Dwr, 35H x 22D x 15L,Steel Cabinet-Standing-Base Mounted-Single Handle Drawer-Kewaunee-D00.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Standing Height,Drawer Cabinets,,,D00C35,Import,900,900,900,900,2,Nos,2,Nos,,,,Furniture,,,,
121,D00C352218-,Base Cabinet, 3 Dwr, 35H x 22D x 19L,Steel Cabinet-Standing-Base Mounted-Single Handle Drawer-Kewaunee-D00.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Standing Height,Drawer Cabinets,,,D00C35,Import,900,900,900,900,2,Nos,2,Nos,,,,Furniture,,,,
122,D00C352221-,Base Cabinet, 3 Dwr, 35H x 22D x 21L,Steel Cabinet-Standing-Base Mounted-Single Handle Drawer-Kewaunee-D00.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Standing Height,Drawer Cabinets,,,D00C35,Import,900,900,900,900,2,Nos,2,Nos,,,,Furniture,,,,
123,D00C352224-,Base Cabinet, 3 Dwr, 35H x 22D x 24L,Steel Cabinet-Standing-Base Mounted-Single Handle Drawer-Kewaunee-D00.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Standing Height,Drawer Cabinets,,,D00C35,Import,900,900,900,900,2,Nos,2,Nos,,,,Furniture,,,,
124,D00C352230-,Base Cabinet, 3 Dwr, 35H x 22D x 30L,Steel Cabinet-Standing-Base Mounted-Double Handle Drawer-Kewaunee-D00.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Standing Height,Drawer Cabinets,,,D00C35,Import,900,900,900,900,2,Nos,2,Nos,,,,Furniture,,,,
125,D00C352236-,Base Cabinet, 3 Dwr, 35H x 22D x 36L,Steel Cabinet-Standing-Base Mounted-Double Handle Drawer-Kewaunee-D00.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Standing Height,Drawer Cabinets,,,D00C35,Import,900,900,900,900,2,Nos,2,Nos,,,,Furniture,,,,
126,D00C352242-,Base Cabinet, 3 Dwr, 35H x 22D x 42L,Steel Cabinet-Standing-Base Mounted-Double Handle Drawer-Kewaunee-D00.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Standing Height,Drawer Cabinets,,,D00C35,Import,900,900,900,900,2,Nos,2,Nos,,,,Furniture,,,,
127,D00C352248-,Base Cabinet, 3 Dwr, 35H x 22D x 48L,Steel Cabinet-Standing-Base Mounted-Double Handle Drawer-Kewaunee-D00.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Standing Height,Drawer Cabinets,,,D00C35,Import,900,900,900,900,2,Nos,2,Nos,,,,Furniture,,,,
128,D08C352215-,Base Cabinet, 4 Dwr, 35H x 22D x 15L,Steel Cabinet-Standing-Base Mounted-Single Handle Drawer-Kewaunee-D08.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Standing Height,Drawer Cabinets,,,D08C35,Import,900,900,900,900,2,Nos,2,Nos,,,,Furniture,,,,
129,D08C352218-,Base Cabinet, 4 Dwr, 35H x 22D x 18L,Steel Cabinet-Standing-Base Mounted-Single Handle Drawer-Kewaunee-D08.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Standing Height,Drawer Cabinets,,,D08C35,Import,900,900,900,900,2,Nos,2,Nos,,,,Furniture,,,,
130,D08C352221-,Base Cabinet, 4 Dwr, 35H x 22D x 21L,Steel Cabinet-Standing-Base Mounted-Single Handle Drawer-Kewaunee-D08.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Standing Height,Drawer Cabinets,,,D08C35,Import,900,900,900,900,2,Nos,2,Nos,,,,Furniture,,,,
131,D08C352224-,Base Cabinet, 4 Dwr, 35H x 22D x 24L,Steel Cabinet-Standing-Base Mounted-Single Handle Drawer-Kewaunee-D08.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Standing Height,Drawer Cabinets,,,D08C35,Import,900,900,900,900,2,Nos,2,Nos,,,,Furniture,,,,
132,D08C352230-,Base Cabinet, 4 Dwr, 35H x 22D x 30L,Steel Cabinet-Standing-Base Mounted-Double Handle Drawer-Kewaunee-D08.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Standing Height,Drawer Cabinets,,,D08C35,Import,900,900,900,900,2,Nos,2,Nos,,,,Furniture,,,,
133,D08C352236-,Base Cabinet, 4 Dwr, 35H x 22D x 36L,Steel Cabinet-Standing-Base Mounted-Double Handle Drawer-Kewaunee-D08.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Standing Height,Drawer Cabinets,,,D08C35,Import,900,900,900,900,2,Nos,2,Nos,,,,Furniture,,,,
134,D08C352242-,Base Cabinet, 4 Dwr, 35H x 22D x 42L,Steel Cabinet-Standing-Base Mounted-Double Handle Drawer-Kewaunee-D08.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Standing Height,Drawer Cabinets,,,D08C35,Import,900,900,900,900,2,Nos,2,Nos,,,,Furniture,,,,
135,D08C352248-,Base Cabinet, 4 Dwr, 35H x 22D x 48L,Steel Cabinet-Standing-Base Mounted-Double Handle Drawer-Kewaunee-D08.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Standing Height,Drawer Cabinets,,,D08C35,Import,900,900,900,900,2,Nos,2,Nos,,,,Furniture,,,,
136,D02C352230-,Base Cabinet, 6 Dwr, 35H x 22D x 30L,Steel Cabinet-Standing-Base Mounted-Drawer-Kewaunee-D02.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Standing Height,Drawer Cabinets,,,D02C35,Import,900,900,900,900,2,Nos,2,Nos,,,,Furniture,,,,
137,D02C352236-,Base Cabinet, 6 Dwr, 35H x 22D x 36L,Steel Cabinet-Standing-Base Mounted-Drawer-Kewaunee-D02.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Standing Height,Drawer Cabinets,,,D02C35,Import,900,900,900,900,2,Nos,2,Nos,,,,Furniture,,,,
138,D02C352242-,Base Cabinet, 6 Dwr, 35H x 22D x 42L,Steel Cabinet-Standing-Base Mounted-Drawer-Kewaunee-D02.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Standing Height,Drawer Cabinets,,,D02C35,Import,900,900,900,900,2,Nos,2,Nos,,,,Furniture,,,,
139,D02C352248-,Base Cabinet, 6 Dwr, 35H x 22D x 48L,Steel Cabinet-Standing-Base Mounted-Drawer-Kewaunee-D02.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Standing Height,Drawer Cabinets,,,D02C35,Import,900,900,900,900,2,Nos,2,Nos,,,,Furniture,,,,
140,D30C352212-,Base Cabinet, 4 Dwr, 35H x 22D x 12L,Steel Cabinet-Standing-Base Mounted-Single Handle Drawer-Kewaunee-D30.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Standing Height,Drawer Cabinets,,,D30C35,Import,900,900,900,900,2,Nos,2,Nos,,,,Furniture,,,,
141,D30C352215-,Base Cabinet, 4 Dwr, 35H x 22D x 15L,Steel Cabinet-Standing-Base Mounted-Single Handle Drawer-Kewaunee-D30.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Standing Height,Drawer Cabinets,,,D30C35,Import,900,900,900,900,2,Nos,2,Nos,,,,Furniture,,,,
142,D30C352218-,Base Cabinet, 4 Dwr, 35H x 22D x 18L,Steel Cabinet-Standing-Base Mounted-Single Handle Drawer-Kewaunee-D30.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Standing Height,Drawer Cabinets,,,D30C35,Import,900,900,900,900,2,Nos,2,Nos,,,,Furniture,,,,
143,D30C352221-,Base Cabinet, 4 Dwr, 35H x 22D x 21L,Steel Cabinet-Standing-Base Mounted-Single Handle Drawer-Kewaunee-D30.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Standing Height,Drawer Cabinets,,,D30C35,Import,900,900,900,900,2,Nos,2,Nos,,,,Furniture,,,,
144,D30C352224-,Base Cabinet, 4 Dwr, 35H x 22D x 24L,Steel Cabinet-Standing-Base Mounted-Single Handle Drawer-Kewaunee-D30.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Standing Height,Drawer Cabinets,,,D30C35,Import,900,900,900,900,2,Nos,2,Nos,,,,Furniture,,,,
145,D30C352230-,Base Cabinet, 4 Dwr, 35H x 22D x 30L,Steel Cabinet-Standing-Base Mounted-Double Handle Drawer-Kewaunee-D30.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Standing Height,Drawer Cabinets,,,D30C35,Import,900,900,900,900,2,Nos,2,Nos,,,,Furniture,,,,
146,D30C352236-,Base Cabinet, 4 Dwr, 35H x 22D x 36L,Steel Cabinet-Standing-Base Mounted-Double Handle Drawer-Kewaunee-D30.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Standing Height,Drawer Cabinets,,,D30C35,Import,900,900,900,900,2,Nos,2,Nos,,,,Furniture,,,,
147,D30C352242-,Base Cabinet, 4 Dwr, 35H x 22D x 42L,Steel Cabinet-Standing-Base Mounted-Double Handle Drawer-Kewaunee-D30.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Standing Height,Drawer Cabinets,,,D30C35,Import,900,900,900,900,2,Nos,2,Nos,,,,Furniture,,,,
148,D30C352248-,Base Cabinet, 4 Dwr, 35H x 22D x 48L,Steel Cabinet-Standing-Base Mounted-Double Handle Drawer-Kewaunee-D30.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Standing Height,Drawer Cabinets,,,D30C35,Import,900,900,900,900,2,Nos,2,Nos,,,,Furniture,,,,
149,D31C352230-,Base Cabinet, 5 Dwr, 35H x 22D x 30L,Steel Cabinet-Standing-Base Mounted-Drawer-Kewaunee-D31.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Standing Height,Drawer Cabinets,,,D31C35,Import,900,900,900,900,2,Nos,2,Nos,,,,Furniture,,,,
150,D31C352236-,Base Cabinet, 5 Dwr, 35H x 22D x 36L,Steel Cabinet-Standing-Base Mounted-Drawer-Kewaunee-D31.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Standing Height,Drawer Cabinets,,,D31C35,Import,900,900,900,900,2,Nos,2,Nos,,,,Furniture,,,,
151,D31C352242-,Base Cabinet, 5 Dwr, 35H x 22D x 42L,Steel Cabinet-Standing-Base Mounted-Drawer-Kewaunee-D31.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Standing Height,Drawer Cabinets,,,D31C35,Import,900,900,900,900,2,Nos,2,Nos,,,,Furniture,,,,
152,D31C352248-,Base Cabinet, 5 Dwr, 35H x 22D x 48L,Steel Cabinet-Standing-Base Mounted-Drawer-Kewaunee-D31.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Standing Height,Drawer Cabinets,,,D31C35,Import,900,900,900,900,2,Nos,2,Nos,,,,Furniture,,,,
153,D36C352230-,Base Cabinet, 6 Dwr, 35H x 22D x 30L,Steel Cabinet-Standing-Base Mounted-Drawer-Kewaunee-D36.rfa,Lab Design ,0SF,Research Collection,Base Cabinets,Standing Height,Drawer Cabinets,,,D36C35,Import,900,900,900,900,2,Nos,2,Nos,,,,Furniture,,,,
